product_id,product_name,category,brand,description,tags,price,rating,review_count,combined_text
P0112,Tablet Model 4,Tablets,OnePlus,Large display tablet for entertainment and productivity,tablet android entertainment,74821,4.3,1100,Tablet Model 4 Tablets OnePlus Large display tablet for entertainment and productivity tablet android entertainment
P0113,Tablet Model 5,Tablets,Apple,Large display tablet for entertainment and productivity,tablet android entertainment,81634,4.3,1100,Tablet Model 5 Tablets Apple Large display tablet for entertainment and productivity tablet android entertainment
P0114,Tablet Model 6,Tablets,Forever 21,Large display tablet for entertainment and productivity,tablet android entertainment,26359,4.3,1100,Tablet Model 6 Tablets Forever 21 Large display tablet for entertainment and productivity tablet android entertainment
P0115,Tablet Model 7,Tablets,Adidas,Large display tablet for entertainment and productivity,tablet android entertainment,29453,4.3,1100,Tablet Model 7 Tablets Adidas Large display tablet for entertainment and productivity tablet android entertainment
P0116,Tablet Model 8,Tablets,Biba,Large display tablet for entertainment and productivity,tablet android entertainment,43867,4.3,1100,Tablet Model 8 Tablets Biba Large display tablet for entertainment and productivity tablet android entertainment
P0117,Tablet Model 9,Tablets,OnePlus,Large display tablet for entertainment and productivity,tablet android entertainment,52465,4.3,1100,Tablet Model 9 Tablets OnePlus Large display tablet for entertainment and productivity tablet android entertainment
P0118,Tablet Model 10,Tablets,U.S. Polo,Large display tablet for entertainment and productivity,tablet android entertainment,18136,4.3,1100,Tablet Model 10 Tablets U.S. Polo Large display tablet for entertainment and productivity tablet android entertainment
P0119,Tablet Model 11,Tablets,AND,Large display tablet for entertainment and productivity,tablet android entertainment,18721,4.3,1100,Tablet Model 11 Tablets AND Large display tablet for entertainment and productivity tablet android entertainment
P0120,Tablet Model 12,Tablets,JBL,Large display tablet for entertainment and productivity,tablet android entertainment,60977,4.3,1100,Tablet Model 12 Tablets JBL Large display tablet for entertainment and productivity tablet android entertainment
P0121,Smartwatch Variant 1,Smartwatches,H&M,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,94271,4.1,6500,Smartwatch Variant 1 Smartwatches H&M AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0122,Smartwatch Variant 2,Smartwatches,Nike,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,72662,4.1,6500,Smartwatch Variant 2 Smartwatches Nike AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0123,Smartwatch Variant 3,Smartwatches,Adidas,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,30586,4.1,6500,Smartwatch Variant 3 Smartwatches Adidas AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0124,Smartwatch Variant 4,Smartwatches,Oppo,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,43805,4.1,6500,Smartwatch Variant 4 Smartwatches Oppo AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0125,Smartwatch Variant 5,Smartwatches,Skechers,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,84902,4.1,6500,Smartwatch Variant 5 Smartwatches Skechers AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0126,Smartwatch Variant 6,Smartwatches,Roadster,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,95433,4.1,6500,Smartwatch Variant 6 Smartwatches Roadster AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0127,Smartwatch Variant 7,Smartwatches,Sennheiser,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,37896,4.1,6500,Smartwatch Variant 7 Smartwatches Sennheiser AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0128,Smartwatch Variant 8,Smartwatches,Puma,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,44232,4.1,6500,Smartwatch Variant 8 Smartwatches Puma AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0129,Smartwatch Variant 9,Smartwatches,Realme,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,48941,4.1,6500,Smartwatch Variant 9 Smartwatches Realme AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0130,Smartwatch Variant 10,Smartwatches,Noise,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,89991,4.1,6500,Smartwatch Variant 10 Smartwatches Noise AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0131,Smartwatch Variant 11,Smartwatches,Skullcandy,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,43707,4.1,6500,Smartwatch Variant 11 Smartwatches Skullcandy AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0132,Smartwatch Variant 12,Smartwatches,Sony,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,27411,4.1,6500,Smartwatch Variant 12 Smartwatches Sony AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0133,Smartwatch Variant 13,Smartwatches,H&M,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,78551,4.1,6500,Smartwatch Variant 13 Smartwatches H&M AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0134,Smartwatch Variant 14,Smartwatches,Allen Solly,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,58281,4.1,6500,Smartwatch Variant 14 Smartwatches Allen Solly AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0135,Smartwatch Variant 15,Smartwatches,Boat,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,34097,4.1,6500,Smartwatch Variant 15 Smartwatches Boat AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0136,Smartwatch Variant 16,Smartwatches,Xiaomi,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,19106,4.1,6500,Smartwatch Variant 16 Smartwatches Xiaomi AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0137,Smartwatch Variant 17,Smartwatches,Skullcandy,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,56152,4.1,6500,Smartwatch Variant 17 Smartwatches Skullcandy AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0138,Smartwatch Variant 18,Smartwatches,Reebok,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,73292,4.1,6500,Smartwatch Variant 18 Smartwatches Reebok AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0139,Smartwatch Variant 19,Smartwatches,Oppo,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,25336,4.1,6500,Smartwatch Variant 19 Smartwatches Oppo AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0140,Smartwatch Variant 20,Smartwatches,Zara,AMOLED smartwatch with fitness and health tracking,smartwatch fitness amoled,30981,4.1,6500,Smartwatch Variant 20 Smartwatches Zara AMOLED smartwatch with fitness and health tracking smartwatch fitness amoled
P0141,Wireless Headphone / Earbud Variant 1,Audio,OnePlus,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,11013,4.0,18000,Wireless Headphone / Earbud Variant 1 Audio OnePlus Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0142,Wireless Headphone / Earbud Variant 2,Audio,Apple,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,79391,4.0,18000,Wireless Headphone / Earbud Variant 2 Audio Apple Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0143,Wireless Headphone / Earbud Variant 3,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,79089,4.0,18000,Wireless Headphone / Earbud Variant 3 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0144,Wireless Headphone / Earbud Variant 4,Audio,Vivo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,69965,4.0,18000,Wireless Headphone / Earbud Variant 4 Audio Vivo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0145,Wireless Headphone / Earbud Variant 5,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,84807,4.0,18000,Wireless Headphone / Earbud Variant 5 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0146,Wireless Headphone / Earbud Variant 6,Audio,Realme,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,37257,4.0,18000,Wireless Headphone / Earbud Variant 6 Audio Realme Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0147,Wireless Headphone / Earbud Variant 7,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,64702,4.0,18000,Wireless Headphone / Earbud Variant 7 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0148,Wireless Headphone / Earbud Variant 8,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,57355,4.0,18000,Wireless Headphone / Earbud Variant 8 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0149,Wireless Headphone / Earbud Variant 9,Audio,Apple,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,23521,4.0,18000,Wireless Headphone / Earbud Variant 9 Audio Apple Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0150,Wireless Headphone / Earbud Variant 10,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,1145,4.0,18000,Wireless Headphone / Earbud Variant 10 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0151,Wireless Headphone / Earbud Variant 11,Audio,Vivo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,7312,4.0,18000,Wireless Headphone / Earbud Variant 11 Audio Vivo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0152,Wireless Headphone / Earbud Variant 12,Audio,Realme,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,7232,4.0,18000,Wireless Headphone / Earbud Variant 12 Audio Realme Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0153,Wireless Headphone / Earbud Variant 13,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,59183,4.0,18000,Wireless Headphone / Earbud Variant 13 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0154,Wireless Headphone / Earbud Variant 14,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,95229,4.0,18000,Wireless Headphone / Earbud Variant 14 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0155,Wireless Headphone / Earbud Variant 15,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,10990,4.0,18000,Wireless Headphone / Earbud Variant 15 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0156,Wireless Headphone / Earbud Variant 16,Audio,Motorola,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,86777,4.0,18000,Wireless Headphone / Earbud Variant 16 Audio Motorola Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0157,Wireless Headphone / Earbud Variant 17,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,23707,4.0,18000,Wireless Headphone / Earbud Variant 17 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0158,Wireless Headphone / Earbud Variant 18,Audio,Apple,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,79181,4.0,18000,Wireless Headphone / Earbud Variant 18 Audio Apple Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0159,Wireless Headphone / Earbud Variant 19,Audio,Oppo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,90804,4.0,18000,Wireless Headphone / Earbud Variant 19 Audio Oppo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0160,Wireless Headphone / Earbud Variant 20,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,44738,4.0,18000,Wireless Headphone / Earbud Variant 20 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0161,Wireless Headphone / Earbud Variant 21,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,72122,4.0,18000,Wireless Headphone / Earbud Variant 21 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0162,Wireless Headphone / Earbud Variant 22,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,76268,4.0,18000,Wireless Headphone / Earbud Variant 22 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0163,Wireless Headphone / Earbud Variant 23,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,52052,4.0,18000,Wireless Headphone / Earbud Variant 23 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0164,Wireless Headphone / Earbud Variant 24,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,31235,4.0,18000,Wireless Headphone / Earbud Variant 24 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0165,Wireless Headphone / Earbud Variant 25,Audio,Oppo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,66201,4.0,18000,Wireless Headphone / Earbud Variant 25 Audio Oppo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0166,Wireless Headphone / Earbud Variant 26,Audio,Apple,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,67263,4.0,18000,Wireless Headphone / Earbud Variant 26 Audio Apple Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0167,Wireless Headphone / Earbud Variant 27,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,8914,4.0,18000,Wireless Headphone / Earbud Variant 27 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0168,Wireless Headphone / Earbud Variant 28,Audio,Realme,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,73855,4.0,18000,Wireless Headphone / Earbud Variant 28 Audio Realme Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0169,Wireless Headphone / Earbud Variant 29,Audio,Apple,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,51424,4.0,18000,Wireless Headphone / Earbud Variant 29 Audio Apple Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0170,Wireless Headphone / Earbud Variant 30,Audio,Vivo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,22723,4.0,18000,Wireless Headphone / Earbud Variant 30 Audio Vivo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0171,Wireless Headphone / Earbud Variant 31,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,58973,4.0,18000,Wireless Headphone / Earbud Variant 31 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0172,Wireless Headphone / Earbud Variant 32,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,12232,4.0,18000,Wireless Headphone / Earbud Variant 32 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0173,Wireless Headphone / Earbud Variant 33,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,21495,4.0,18000,Wireless Headphone / Earbud Variant 33 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0174,Wireless Headphone / Earbud Variant 34,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,95431,4.0,18000,Wireless Headphone / Earbud Variant 34 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0175,Wireless Headphone / Earbud Variant 35,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,23911,4.0,18000,Wireless Headphone / Earbud Variant 35 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0176,Wireless Headphone / Earbud Variant 36,Audio,Motorola,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,94265,4.0,18000,Wireless Headphone / Earbud Variant 36 Audio Motorola Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0177,Wireless Headphone / Earbud Variant 37,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,55561,4.0,18000,Wireless Headphone / Earbud Variant 37 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0178,Wireless Headphone / Earbud Variant 38,Audio,Oppo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,31678,4.0,18000,Wireless Headphone / Earbud Variant 38 Audio Oppo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0179,Wireless Headphone / Earbud Variant 39,Audio,OnePlus,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,62438,4.0,18000,Wireless Headphone / Earbud Variant 39 Audio OnePlus Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0180,Wireless Headphone / Earbud Variant 40,Audio,Xiaomi,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,85127,4.0,18000,Wireless Headphone / Earbud Variant 40 Audio Xiaomi Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0181,Wireless Headphone / Earbud Variant 41,Audio,Nothing,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,49807,4.0,18000,Wireless Headphone / Earbud Variant 41 Audio Nothing Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0182,Wireless Headphone / Earbud Variant 42,Audio,OnePlus,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,12934,4.0,18000,Wireless Headphone / Earbud Variant 42 Audio OnePlus Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0183,Wireless Headphone / Earbud Variant 43,Audio,Realme,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,88949,4.0,18000,Wireless Headphone / Earbud Variant 43 Audio Realme Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0184,Wireless Headphone / Earbud Variant 44,Audio,Vivo,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,44513,4.0,18000,Wireless Headphone / Earbud Variant 44 Audio Vivo Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0185,Wireless Headphone / Earbud Variant 45,Audio,Samsung,Wireless audio device with noise cancellation and long battery,headphones earbuds wireless anc,45555,4.0,18000,Wireless Headphone / Earbud Variant 45 Audio Samsung Wireless audio device with noise cancellation and long battery headphones earbuds wireless anc
P0186,Kitchen Appliance Item 1,Home & Kitchen,Xiaomi,Home and kitchen appliance for daily use,kitchen appliance home,25430,4.1,2000,Kitchen Appliance Item 1 Home & Kitchen Xiaomi Home and kitchen appliance for daily use kitchen appliance home
P0187,Kitchen Appliance Item 2,Home & Kitchen,Boat,Home and kitchen appliance for daily use,kitchen appliance home,41057,4.1,2000,Kitchen Appliance Item 2 Home & Kitchen Boat Home and kitchen appliance for daily use kitchen appliance home
P0188,Kitchen Appliance Item 3,Home & Kitchen,Skullcandy,Home and kitchen appliance for daily use,kitchen appliance home,26282,4.1,2000,Kitchen Appliance Item 3 Home & Kitchen Skullcandy Home and kitchen appliance for daily use kitchen appliance home
P0189,Kitchen Appliance Item 4,Home & Kitchen,Adidas,Home and kitchen appliance for daily use,kitchen appliance home,68810,4.1,2000,Kitchen Appliance Item 4 Home & Kitchen Adidas Home and kitchen appliance for daily use kitchen appliance home
P0190,Kitchen Appliance Item 5,Home & Kitchen,Zara,Home and kitchen appliance for daily use,kitchen appliance home,93821,4.1,2000,Kitchen Appliance Item 5 Home & Kitchen Zara Home and kitchen appliance for daily use kitchen appliance home
P0191,Kitchen Appliance Item 6,Home & Kitchen,Skechers,Home and kitchen appliance for daily use,kitchen appliance home,20806,4.1,2000,Kitchen Appliance Item 6 Home & Kitchen Skechers Home and kitchen appliance for daily use kitchen appliance home
P0192,Kitchen Appliance Item 7,Home & Kitchen,New Balance,Home and kitchen appliance for daily use,kitchen appliance home,22683,4.1,2000,Kitchen Appliance Item 7 Home & Kitchen New Balance Home and kitchen appliance for daily use kitchen appliance home
P0193,Kitchen Appliance Item 8,Home & Kitchen,Puma,Home and kitchen appliance for daily use,kitchen appliance home,36817,4.1,2000,Kitchen Appliance Item 8 Home & Kitchen Puma Home and kitchen appliance for daily use kitchen appliance home
P0194,Kitchen Appliance Item 9,Home & Kitchen,Boat,Home and kitchen appliance for daily use,kitchen appliance home,12414,4.1,2000,Kitchen Appliance Item 9 Home & Kitchen Boat Home and kitchen appliance for daily use kitchen appliance home
P0195,Kitchen Appliance Item 10,Home & Kitchen,Skechers,Home and kitchen appliance for daily use,kitchen appliance home,35790,4.1,2000,Kitchen Appliance Item 10 Home & Kitchen Skechers Home and kitchen appliance for daily use kitchen appliance home
P0196,Kitchen Appliance Item 11,Home & Kitchen,H&M,Home and kitchen appliance for daily use,kitchen appliance home,4636,4.1,2000,Kitchen Appliance Item 11 Home & Kitchen H&M Home and kitchen appliance for daily use kitchen appliance home
P0197,Kitchen Appliance Item 12,Home & Kitchen,Zara,Home and kitchen appliance for daily use,kitchen appliance home,12720,4.1,2000,Kitchen Appliance Item 12 Home & Kitchen Zara Home and kitchen appliance for daily use kitchen appliance home
P0198,Kitchen Appliance Item 13,Home & Kitchen,OnePlus,Home and kitchen appliance for daily use,kitchen appliance home,68143,4.1,2000,Kitchen Appliance Item 13 Home & Kitchen OnePlus Home and kitchen appliance for daily use kitchen appliance home
P0199,Kitchen Appliance Item 14,Home & Kitchen,Xiaomi,Home and kitchen appliance for daily use,kitchen appliance home,8995,4.1,2000,Kitchen Appliance Item 14 Home & Kitchen Xiaomi Home and kitchen appliance for daily use kitchen appliance home
P0200,Kitchen Appliance Item 15,Home & Kitchen,Reebok,Home and kitchen appliance for daily use,kitchen appliance home,25247,4.1,2000,Kitchen Appliance Item 15 Home & Kitchen Reebok Home and kitchen appliance for daily use kitchen appliance home
P0201,Kitchen Appliance Item 16,Home & Kitchen,Nike,Home and kitchen appliance for daily use,kitchen appliance home,16686,4.1,2000,Kitchen Appliance Item 16 Home & Kitchen Nike Home and kitchen appliance for daily use kitchen appliance home
P0202,Kitchen Appliance Item 17,Home & Kitchen,JBL,Home and kitchen appliance for daily use,kitchen appliance home,87808,4.1,2000,Kitchen Appliance Item 17 Home & Kitchen JBL Home and kitchen appliance for daily use kitchen appliance home
P0203,Kitchen Appliance Item 18,Home & Kitchen,H&M,Home and kitchen appliance for daily use,kitchen appliance home,77274,4.1,2000,Kitchen Appliance Item 18 Home & Kitchen H&M Home and kitchen appliance for daily use kitchen appliance home
P0204,Kitchen Appliance Item 19,Home & Kitchen,Noise,Home and kitchen appliance for daily use,kitchen appliance home,96229,4.1,2000,Kitchen Appliance Item 19 Home & Kitchen Noise Home and kitchen appliance for daily use kitchen appliance home
P0205,Kitchen Appliance Item 20,Home & Kitchen,Asics,Home and kitchen appliance for daily use,kitchen appliance home,52477,4.1,2000,Kitchen Appliance Item 20 Home & Kitchen Asics Home and kitchen appliance for daily use kitchen appliance home
P0206,Beauty & Personal Care Product 1,Beauty & Personal Care,Bose,Personal care and grooming product,beauty skincare grooming,48969,4.3,8500,Beauty & Personal Care Product 1 Beauty & Personal Care Bose Personal care and grooming product beauty skincare grooming
P0207,Beauty & Personal Care Product 2,Beauty & Personal Care,Boat,Personal care and grooming product,beauty skincare grooming,31848,4.3,8500,Beauty & Personal Care Product 2 Beauty & Personal Care Boat Personal care and grooming product beauty skincare grooming
P0208,Beauty & Personal Care Product 3,Beauty & Personal Care,OnePlus,Personal care and grooming product,beauty skincare grooming,42785,4.3,8500,Beauty & Personal Care Product 3 Beauty & Personal Care OnePlus Personal care and grooming product beauty skincare grooming
P0209,Beauty & Personal Care Product 4,Beauty & Personal Care,Apple,Personal care and grooming product,beauty skincare grooming,62862,4.3,8500,Beauty & Personal Care Product 4 Beauty & Personal Care Apple Personal care and grooming product beauty skincare grooming
P0210,Beauty & Personal Care Product 5,Beauty & Personal Care,Nike,Personal care and grooming product,beauty skincare grooming,32657,4.3,8500,Beauty & Personal Care Product 5 Beauty & Personal Care Nike Personal care and grooming product beauty skincare grooming
P0211,Beauty & Personal Care Product 6,Beauty & Personal Care,Reebok,Personal care and grooming product,beauty skincare grooming,35742,4.3,8500,Beauty & Personal Care Product 6 Beauty & Personal Care Reebok Personal care and grooming product beauty skincare grooming
P0212,Beauty & Personal Care Product 7,Beauty & Personal Care,Skullcandy,Personal care and grooming product,beauty skincare grooming,41616,4.3,8500,Beauty & Personal Care Product 7 Beauty & Personal Care Skullcandy Personal care and grooming product beauty skincare grooming
P0213,Beauty & Personal Care Product 8,Beauty & Personal Care,Adidas,Personal care and grooming product,beauty skincare grooming,92917,4.3,8500,Beauty & Personal Care Product 8 Beauty & Personal Care Adidas Personal care and grooming product beauty skincare grooming
P0214,Beauty & Personal Care Product 9,Beauty & Personal Care,Skullcandy,Personal care and grooming product,beauty skincare grooming,20984,4.3,8500,Beauty & Personal Care Product 9 Beauty & Personal Care Skullcandy Personal care and grooming product beauty skincare grooming
P0215,Beauty & Personal Care Product 10,Beauty & Personal Care,AND,Personal care and grooming product,beauty skincare grooming,34673,4.3,8500,Beauty & Personal Care Product 10 Beauty & Personal Care AND Personal care and grooming product beauty skincare grooming
P0216,Beauty & Personal Care Product 11,Beauty & Personal Care,Sennheiser,Personal care and grooming product,beauty skincare grooming,25550,4.3,8500,Beauty & Personal Care Product 11 Beauty & Personal Care Sennheiser Personal care and grooming product beauty skincare grooming
P0217,Beauty & Personal Care Product 12,Beauty & Personal Care,Forever 21,Personal care and grooming product,beauty skincare grooming,38280,4.3,8500,Beauty & Personal Care Product 12 Beauty & Personal Care Forever 21 Personal care and grooming product beauty skincare grooming
P0218,Beauty & Personal Care Product 13,Beauty & Personal Care,Forever 21,Personal care and grooming product,beauty skincare grooming,48756,4.3,8500,Beauty & Personal Care Product 13 Beauty & Personal Care Forever 21 Personal care and grooming product beauty skincare grooming
P0219,Beauty & Personal Care Product 14,Beauty & Personal Care,Sennheiser,Personal care and grooming product,beauty skincare grooming,6739,4.3,8500,Beauty & Personal Care Product 14 Beauty & Personal Care Sennheiser Personal care and grooming product beauty skincare grooming
P0220,Beauty & Personal Care Product 15,Beauty & Personal Care,Nike,Personal care and grooming product,beauty skincare grooming,43982,4.3,8500,Beauty & Personal Care Product 15 Beauty & Personal Care Nike Personal care and grooming product beauty skincare grooming
